Node,Skill,Tier,AgeBand,PromptStyle,VisualApproach,Status
Sound Making & Sound Shaping,Vowel Shape Awareness,3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Sound Making & Sound Shaping,Vowel Shape Awareness,3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Sound Making & Sound Shaping,Vowel Shape Awareness,4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Sound Making & Sound Shaping,Vowel Shape Awareness,4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Sound Making & Sound Shaping,Vowel Shape Awareness,4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Sound Making & Sound Shaping,Airflow Awareness,1,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Sound Making & Sound Shaping,Airflow Awareness,1,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Sound Making & Sound Shaping,Airflow Awareness,1,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Sound Making & Sound Shaping,Airflow Awareness,2,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Sound Making & Sound Shaping,Airflow Awareness,2,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Sound Making & Sound Shaping,Airflow Awareness,2,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Sound Making & Sound Shaping,Airflow Awareness,3,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Sound Making & Sound Shaping,Airflow Awareness,3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Sound Making & Sound Shaping,Airflow Awareness,3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Sound Making & Sound Shaping,Airflow Awareness,4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Sound Making & Sound Shaping,Airflow Awareness,4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Sound Making & Sound Shaping,Airflow Awareness,4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Identification,1,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Identification,1,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Identification,1,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Identification,2,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Identification,2,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Identification,2,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Identification,3,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Identification,3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Identification,3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Identification,4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Identification,4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Identification,4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Same Note Different Instrument,1,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Same Note Different Instrument,1,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Same Note Different Instrument,1,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Same Note Different Instrument,2,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Same Note Different Instrument,2,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Same Note Different Instrument,2,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Same Note Different Instrument,3,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Same Note Different Instrument,3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Same Note Different Instrument,3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Same Note Different Instrument,4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Same Note Different Instrument,4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Same Note Different Instrument,4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Family Recognition,1,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Family Recognition,1,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Family Recognition,1,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Family Recognition,2,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Family Recognition,2,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Family Recognition,2,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Family Recognition,3,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Family Recognition,3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Family Recognition,3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Family Recognition,4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Family Recognition,4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Family Recognition,4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Timbre Matching,1,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Timbre Matching,1,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Timbre Matching,1,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Timbre Matching,2,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Timbre Matching,2,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Timbre Matching,2,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Timbre Matching,3,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Timbre Matching,3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Timbre Matching,3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Timbre Matching,4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Timbre Matching,4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Timbre Matching,4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Free Play,1,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Free Play,1,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Free Play,1,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Free Play,2,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Free Play,2,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Free Play,2,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Free Play,3,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Free Play,3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Free Play,3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Free Play,4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Free Play,4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Timbre & Instrument Awareness,Instrument Free Play,4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow the Dots (Single Notes),1,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow the Dots (Single Notes),1,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow the Dots (Single Notes),1,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow the Dots (Single Notes),2,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow the Dots (Single Notes),2,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow the Dots (Single Notes),2,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow the Dots (Single Notes),3,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow the Dots (Single Notes),3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow the Dots (Single Notes),3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow the Dots (Single Notes),4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow the Dots (Single Notes),4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow the Dots (Single Notes),4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Short Pattern,1,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Short Pattern,1,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Short Pattern,1,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Short Pattern,2,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Short Pattern,2,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Short Pattern,2,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Short Pattern,3,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Short Pattern,3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Short Pattern,3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Short Pattern,4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Short Pattern,4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Short Pattern,4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Phrase,1,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Phrase,1,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Phrase,1,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Phrase,2,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Phrase,2,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Phrase,2,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Phrase,3,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Phrase,3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Phrase,3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Phrase,4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Phrase,4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Follow Phrase,4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Memory Replay,1,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Memory Replay,1,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Memory Replay,1,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Memory Replay,2,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Memory Replay,2,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Memory Replay,2,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Memory Replay,3,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Memory Replay,3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Memory Replay,3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Memory Replay,4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Memory Replay,4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Memory Replay,4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Expression While Playing,1,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Expression While Playing,1,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Expression While Playing,1,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Expression While Playing,2,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Expression While Playing,2,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Expression While Playing,2,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Expression While Playing,3,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Expression While Playing,3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Expression While Playing,3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Expression While Playing,4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Expression While Playing,4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Expression While Playing,4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Remove Visual Scaffolds,1,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Remove Visual Scaffolds,1,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Remove Visual Scaffolds,1,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Remove Visual Scaffolds,2,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Remove Visual Scaffolds,2,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Remove Visual Scaffolds,2,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Remove Visual Scaffolds,3,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
